Job_ID,Job_Title,Job_Family,Job_Subfamily,Career_Track,Band,Band_Number,Grade,FLSA_Classification,EEO_Category,Pay_Range_Min_USD,Pay_Range_Mid_USD,Pay_Range_Max_USD,Bonus_Target_Pct,Equity_Eligible,Remote_Eligible,Span_Of_Control_Min,Span_Of_Control_Max,Typical_Years_In_Role,Succession_Critical,External_Benchmark_Source,Market_Positioning,Headcount_Current,Headcount_Target,Open_Requisitions,Last_Reviewed_Date,Job_Architecture_Version
JOB-2896,Senior Engineering Manager,Engineering,Engineering - Operations,Management,Band 7 - Director,7,G7B,Exempt,Technicians,232492,308527,384563,25,Yes,No,3,10,6,Yes,Culpepper,75th Percentile,323,130,14,2025-02-19,JA-2026.1
JOB-2897,Software Engineer,Engineering,Engineering - Specialist,Individual Contributor,Band 1 - Entry,1,G1A,Non-Exempt,Administrative Support,43647,54255,64864,10,Yes,Yes,0,0,2,Yes,Willis Towers Watson,75th Percentile,38,276,19,2025-12-25,JA-2026.1
JOB-2898,VP Sales,Sales,Sales - Operations,Management,Band 7 - Director,7,G7A,Exempt,Professionals,266530,311333,356137,40,Yes,Yes,3,18,2,Yes,Radford,65th Percentile,247,340,17,2025-05-06,JA-2026.1
JOB-2899,Voice of Customer Analyst,Customer Experience,Customer Experience - Core,Executive,Band 9 - SVP/C-Suite,9,G9C,Exempt,Administrative Support,474916,858121,1241327,30,Yes,Hybrid,3,12,4,Yes,Mercer,75th Percentile,28,368,10,2025-11-04,JA-2026.1
JOB-2900,Distinguished Engineer,Engineering,Engineering - Operations,Technical Specialist,Band 5 - Lead,5,G5C,Exempt,Technicians,137107,162712,188317,0,Yes,Yes,0,0,1,Yes,Aon Hewitt,75th Percentile,33,340,15,2025-08-06,JA-2026.1
JOB-2901,Data Analyst,Data Science,Data Science - Operations,Individual Contributor,Band 1 - Entry,1,G1C,Exempt,Managers,47877,56193,64510,5,No,Yes,0,0,6,Yes,Aon Hewitt,65th Percentile,310,75,10,2025-08-13,JA-2026.1
JOB-2902,Talent Acquisition Specialist,People & HR,People & HR - Core,Executive,Band 9 - SVP/C-Suite,9,G9B,Exempt,Technicians,501967,816973,1131979,30,Yes,Yes,3,18,1,Yes,Culpepper,65th Percentile,150,173,16,2025-03-26,JA-2026.1
JOB-2903,Senior Sales Manager,Sales,Sales - Core,Management,Band 5 - Lead,5,G5B,Exempt,Professionals,132429,175093,217758,20,Yes,Yes,5,9,1,No,Willis Towers Watson,75th Percentile,357,30,18,2025-07-10,JA-2026.1
JOB-2904,Talent Acquisition Specialist,People & HR,People & HR - Core,Executive,Band 9 - SVP/C-Suite,9,G9B,Exempt,Technicians,488770,854469,1220169,30,Yes,Yes,3,18,1,Yes,Culpepper,65th Percentile,275,210,19,2025-03-26,JA-2026.1
JOB-2905,Operations Analyst,Operations,Operations - Core,Individual Contributor,Band 1 - Entry,1,G1C,Exempt,Administrative Support,44358,53232,62106,30,No,Yes,0,0,5,No,Culpepper,50th Percentile,180,251,14,2025-10-01,JA-2026.1
JOB-2906,Operations Specialist,Operations,Operations - Core,Individual Contributor,Band 2 - Junior,2,G2A,Non-Exempt,Administrative Support,64155,75022,85889,25,Yes,Yes,0,0,4,Yes,Radford,75th Percentile,296,463,17,2025-07-05,JA-2026.1
JOB-2907,Senior Operations Manager,Operations,Operations - Specialist,Management,Band 4 - Senior,4,G4C,Exempt,Administrative Support,110954,131272,151591,30,No,No,5,9,2,No,Mercer,50th Percentile,168,139,16,2025-01-03,JA-2026.1
JOB-2908,VP Customer Success,Customer Experience,Customer Experience - Core,Management,Band 6 - Principal,6,G6C,Exempt,Administrative Support,193058,220481,247905,25,Yes,Yes,6,9,3,No,Mercer,50th Percentile,156,110,20,2025-03-03,JA-2026.1
JOB-2909,Software Engineer,Engineering,Engineering - Specialist,Individual Contributor,Band 1 - Entry,1,G1A,Non-Exempt,Administrative Support,46389,56163,65937,10,Yes,Yes,0,0,2,Yes,Willis Towers Watson,75th Percentile,290,222,12,2025-12-25,JA-2026.1
JOB-2910,Software Engineer,Engineering,Engineering - Specialist,Individual Contributor,Band 1 - Entry,1,G1A,Non-Exempt,Administrative Support,45361,54387,63414,10,Yes,Yes,0,0,2,Yes,Willis Towers Watson,75th Percentile,127,72,2,2025-12-25,JA-2026.1
JOB-2911,Senior Product Manager,Product,Product - Specialist,Management,Band 4 - Senior,4,G4A,Exempt,Professionals,112724,131101,149479,10,No,No,5,19,4,No,Mercer,65th Percentile,148,397,21,2025-11-12,JA-2026.1
JOB-2912,SVP Finance,Finance,Finance - Core,Management,Band 7 - Director,7,G7A,Exempt,Technicians,274924,343733,412543,25,Yes,Hybrid,3,18,1,Yes,Aon Hewitt,50th Percentile,58,221,17,2025-12-21,JA-2026.1
JOB-2913,Director Marketing,Marketing,Marketing - Specialist,Management,Band 6 - Principal,6,G6C,Exempt,Technicians,192182,239639,287096,40,Yes,Hybrid,4,11,3,Yes,Culpepper,50th Percentile,95,401,2,2025-09-22,JA-2026.1
JOB-2914,Supply Chain Analyst,Operations,Operations - Specialist,Executive,Band 8 - VP,8,G8A,Exempt,Managers,353061,442154,531248,10,Yes,Hybrid,3,9,1,Yes,Mercer,75th Percentile,164,483,6,2025-04-14,JA-2026.1
JOB-2915,Senior Financial Analyst,Finance,Finance - Operations,Individual Contributor,Band 2 - Junior,2,G2A,Non-Exempt,Technicians,54860,73050,91240,10,No,Yes,0,0,2,No,Mercer,75th Percentile,351,498,13,2025-10-06,JA-2026.1
JOB-2916,Associate Product Manager,Product,Product - Core,Management,Band 2 - Junior,2,G2C,Non-Exempt,Managers,58378,71549,84720,40,Yes,No,6,19,3,No,Aon Hewitt,50th Percentile,193,485,12,2025-01-16,JA-2026.1
JOB-2917,Compliance Manager,Legal & Compliance,Legal & Compliance - Core,Management,Band 4 - Senior,4,G4C,Exempt,Administrative Support,114341,135593,156846,20,Yes,Yes,6,20,5,Yes,Culpepper,65th Percentile,4,23,25,2025-01-13,JA-2026.1
JOB-2918,Senior Account Executive,Sales,Sales - Core,Individual Contributor,Band 3 - Mid,3,G3B,Exempt,Managers,76430,101281,126133,40,No,Hybrid,0,0,3,No,Mercer,65th Percentile,42,197,16,2025-03-27,JA-2026.1
JOB-2919,Senior Sales Manager,Sales,Sales - Core,Management,Band 5 - Lead,5,G5B,Exempt,Professionals,141031,174492,207953,20,Yes,Yes,5,9,1,No,Willis Towers Watson,75th Percentile,37,139,5,2025-07-10,JA-2026.1
JOB-2920,Director Sales,Sales,Sales - Specialist,Management,Band 6 - Principal,6,G6B,Exempt,Administrative Support,203549,231176,258804,25,Yes,Hybrid,5,19,3,No,Mercer,75th Percentile,193,9,3,2025-06-08,JA-2026.1
JOB-2921,Analytics Manager,Data Science,Data Science - Specialist,Management,Band 7 - Director,7,G7C,Exempt,Administrative Support,249273,330486,411699,20,Yes,Yes,3,20,4,Yes,Aon Hewitt,50th Percentile,313,3,10,2025-03-07,JA-2026.1
JOB-2922,Senior Account Executive,Sales,Sales - Core,Individual Contributor,Band 3 - Mid,3,G3B,Exempt,Managers,76567,94658,112750,40,No,Hybrid,0,0,3,No,Mercer,65th Percentile,332,331,16,2025-03-27,JA-2026.1
JOB-2923,Chief Product Officer,Product,Product - Specialist,Executive,Band 9 - SVP/C-Suite,9,G9C,Exempt,Technicians,489307,830553,1171800,40,Yes,No,6,10,4,Yes,Culpepper,65th Percentile,292,492,25,2025-08-17,JA-2026.1
JOB-2924,Operations Manager,Operations,Operations - Core,Management,Band 3 - Mid,3,G3C,Exempt,Managers,87295,106436,125578,5,No,Yes,5,14,2,Yes,Radford,50th Percentile,313,329,13,2025-07-20,JA-2026.1
JOB-2925,Associate Product Manager,Product,Product - Core,Management,Band 2 - Junior,2,G2C,Non-Exempt,Managers,61374,70331,79288,40,Yes,No,6,19,3,No,Aon Hewitt,50th Percentile,223,426,4,2025-01-16,JA-2026.1
JOB-2926,HR Coordinator,People & HR,People & HR - Specialist,Individual Contributor,Band 1 - Entry,1,G1C,Exempt,Technicians,45704,54957,64210,20,Yes,No,0,0,1,No,Mercer,50th Percentile,308,117,14,2025-05-20,JA-2026.1
JOB-2927,VP Operations,Operations,Operations - Operations,Management,Band 6 - Principal,6,G6A,Exempt,Administrative Support,199554,229467,259381,20,Yes,Yes,4,14,5,Yes,Willis Towers Watson,65th Percentile,5,150,13,2025-06-26,JA-2026.1
JOB-2928,Lead Data Scientist,Data Science,Data Science - Core,Technical Specialist,Band 5 - Lead,5,G5C,Exempt,Managers,142302,180718,219135,10,Yes,No,0,0,2,No,Aon Hewitt,65th Percentile,233,244,9,2025-11-14,JA-2026.1
JOB-2929,VP Data & Analytics,Data Science,Data Science - Operations,Executive,Band 9 - SVP/C-Suite,9,G9C,Exempt,Officials & Managers,520003,902096,1284190,10,Yes,Yes,4,15,5,Yes,Radford,50th Percentile,234,348,12,2025-06-21,JA-2026.1
JOB-2930,CMO,Marketing,Marketing - Core,Executive,Band 8 - VP,8,G8B,Exempt,Officials & Managers,338394,432951,527508,5,Yes,Yes,3,11,1,Yes,Mercer,65th Percentile,92,167,4,2025-05-13,JA-2026.1
JOB-2931,Senior Engineering Manager,Engineering,Engineering - Operations,Management,Band 7 - Director,7,G7B,Exempt,Technicians,240594,325772,410951,25,Yes,No,3,10,6,Yes,Culpepper,75th Percentile,162,142,10,2025-02-19,JA-2026.1
JOB-2932,Senior Marketing Specialist,Marketing,Marketing - Core,Individual Contributor,Band 3 - Mid,3,G3A,Exempt,Professionals,74541,95867,117194,0,No,Hybrid,0,0,2,Yes,Willis Towers Watson,50th Percentile,386,351,7,2025-06-08,JA-2026.1
JOB-2933,Principal Data Scientist,Data Science,Data Science - Operations,Technical Specialist,Band 6 - Principal,6,G6C,Exempt,Managers,193994,235581,277169,15,Yes,Yes,0,0,1,No,Radford,75th Percentile,350,237,10,2025-06-03,JA-2026.1
JOB-2934,Senior Marketing Manager,Marketing,Marketing - Core,Management,Band 5 - Lead,5,G5B,Exempt,Officials & Managers,144461,171832,199203,30,Yes,Yes,5,17,4,Yes,Culpepper,65th Percentile,8,97,5,2025-09-14,JA-2026.1
JOB-2935,Senior CX Manager,Customer Experience,Customer Experience - Core,Management,Band 4 - Senior,4,G4A,Exempt,Professionals,120753,140612,160472,0,No,Hybrid,5,10,4,No,Culpepper,50th Percentile,361,6,17,2025-04-11,JA-2026.1
JOB-2936,Marketing Specialist,Marketing,Marketing - Operations,Individual Contributor,Band 2 - Junior,2,G2A,Exempt,Professionals,55075,68930,82786,5,Yes,No,0,0,2,No,Culpepper,75th Percentile,213,317,8,2025-06-14,JA-2026.1
JOB-2937,Distinguished Engineer,Engineering,Engineering - Operations,Technical Specialist,Band 5 - Lead,5,G5C,Exempt,Technicians,151688,171480,191273,0,Yes,Yes,0,0,1,Yes,Aon Hewitt,75th Percentile,387,176,16,2025-08-06,JA-2026.1
JOB-2938,Director Operations,Operations,Operations - Specialist,Management,Band 5 - Lead,5,G5B,Exempt,Managers,134967,174802,214638,15,Yes,Yes,5,12,4,Yes,Mercer,75th Percentile,91,182,5,2025-12-26,JA-2026.1
JOB-2939,Lead Data Scientist,Data Science,Data Science - Core,Technical Specialist,Band 5 - Lead,5,G5C,Exempt,Managers,155418,172353,189288,10,Yes,No,0,0,2,No,Aon Hewitt,65th Percentile,200,107,20,2025-11-14,JA-2026.1
JOB-2940,VP Product,Product,Product - Operations,Executive,Band 8 - VP,8,G8A,Exempt,Technicians,376006,441360,506715,30,Yes,No,5,12,6,Yes,Mercer,75th Percentile,370,291,21,2025-10-19,JA-2026.1
JOB-2941,Product Operations Manager,Product,Product - Operations,Executive,Band 9 - SVP/C-Suite,9,G9B,Exempt,Professionals,506195,849864,1193533,40,Yes,Yes,6,11,1,Yes,Willis Towers Watson,65th Percentile,36,195,4,2025-06-10,JA-2026.1
JOB-2942,Software Engineer,Engineering,Engineering - Specialist,Individual Contributor,Band 1 - Entry,1,G1A,Non-Exempt,Administrative Support,45195,58266,71337,10,Yes,Yes,0,0,2,Yes,Willis Towers Watson,75th Percentile,232,287,4,2025-12-25,JA-2026.1
JOB-2943,Support Lead,Customer Experience,Customer Experience - Operations,Executive,Band 9 - SVP/C-Suite,9,G9B,Exempt,Officials & Managers,505730,847436,1189143,15,Yes,Yes,4,9,6,Yes,Radford,50th Percentile,161,267,10,2025-09-28,JA-2026.1
JOB-2944,Senior Finance Manager,Finance,Finance - Core,Management,Band 4 - Senior,4,G4A,Exempt,Officials & Managers,101088,133763,166439,0,No,Yes,3,18,3,Yes,Willis Towers Watson,75th Percentile,359,493,4,2025-09-29,JA-2026.1
JOB-2945,VP Legal,Legal & Compliance,Legal & Compliance - Specialist,Executive,Band 8 - VP,8,G8B,Exempt,Professionals,363192,472565,581938,10,Yes,Yes,3,9,4,Yes,Mercer,75th Percentile,318,12,20,2025-10-19,JA-2026.1
JOB-2946,Chief Revenue Officer,Sales,Sales - Core,Executive,Band 8 - VP,8,G8A,Exempt,Administrative Support,352630,439658,526686,20,Yes,No,4,18,1,Yes,Willis Towers Watson,65th Percentile,170,164,11,2025-09-12,JA-2026.1
JOB-2947,Financial Analyst,Finance,Finance - Specialist,Individual Contributor,Band 1 - Entry,1,G1B,Exempt,Technicians,46756,57082,67409,40,Yes,Hybrid,0,0,5,Yes,Mercer,75th Percentile,167,3,6,2025-02-21,JA-2026.1
JOB-2948,Principal HRBP,People & HR,People & HR - Specialist,Technical Specialist,Band 4 - Senior,4,G4C,Exempt,Officials & Managers,113713,128438,143164,15,No,Yes,0,0,6,Yes,Mercer,65th Percentile,371,467,16,2025-01-07,JA-2026.1
JOB-2949,Product Analyst,Product,Product - Core,Individual Contributor,Band 1 - Entry,1,G1B,Non-Exempt,Administrative Support,43756,54262,64769,25,Yes,Yes,0,0,3,No,Culpepper,50th Percentile,133,36,11,2025-12-13,JA-2026.1
JOB-2950,CMO,Marketing,Marketing - Core,Executive,Band 8 - VP,8,G8B,Exempt,Officials & Managers,347539,461162,574785,5,Yes,Yes,3,11,1,Yes,Mercer,65th Percentile,173,287,6,2025-05-13,JA-2026.1
JOB-2951,Senior Software Engineer,Engineering,Engineering - Operations,Individual Contributor,Band 2 - Junior,2,G2B,Exempt,Technicians,57733,69498,81264,30,Yes,Hybrid,0,0,4,Yes,Mercer,65th Percentile,232,341,0,2025-10-18,JA-2026.1
JOB-2952,Sales Development Rep,Sales,Sales - Operations,Individual Contributor,Band 1 - Entry,1,G1A,Exempt,Technicians,43271,51888,60505,5,No,Yes,0,0,1,Yes,Culpepper,75th Percentile,368,35,16,2025-04-23,JA-2026.1
JOB-2953,FP&A Analyst,Finance,Finance - Operations,Executive,Band 9 - SVP/C-Suite,9,G9A,Exempt,Administrative Support,524969,861285,1197602,20,Yes,Yes,6,9,6,Yes,Radford,65th Percentile,56,273,4,2025-06-14,JA-2026.1
JOB-2954,Director HR,People & HR,People & HR - Core,Management,Band 7 - Director,7,G7B,Exempt,Technicians,249701,330464,411228,25,Yes,Hybrid,5,20,1,Yes,Aon Hewitt,65th Percentile,301,281,10,2025-03-19,JA-2026.1
JOB-2955,Distinguished Engineer,Engineering,Engineering - Operations,Technical Specialist,Band 5 - Lead,5,G5C,Exempt,Technicians,140339,177594,214849,0,Yes,Yes,0,0,1,Yes,Aon Hewitt,75th Percentile,96,142,16,2025-08-06,JA-2026.1
JOB-2956,Principal PM,Product,Product - Core,Technical Specialist,Band 5 - Lead,5,G5C,Exempt,Officials & Managers,143500,166575,189651,10,Yes,No,0,0,2,Yes,Aon Hewitt,65th Percentile,38,53,14,2025-06-11,JA-2026.1
JOB-2957,Onboarding Specialist,Customer Experience,Customer Experience - Operations,Executive,Band 8 - VP,8,G8A,Exempt,Administrative Support,365722,479656,593590,40,Yes,No,5,19,5,Yes,Willis Towers Watson,75th Percentile,175,401,10,2025-08-26,JA-2026.1
JOB-2958,VP Legal,Legal & Compliance,Legal & Compliance - Specialist,Executive,Band 8 - VP,8,G8B,Exempt,Professionals,326831,433051,539271,10,Yes,Yes,3,9,4,Yes,Mercer,75th Percentile,357,39,12,2025-10-19,JA-2026.1
JOB-2959,Compliance Manager,Legal & Compliance,Legal & Compliance - Core,Management,Band 4 - Senior,4,G4C,Exempt,Administrative Support,111113,139930,168748,20,Yes,Yes,6,20,5,Yes,Culpepper,65th Percentile,315,139,18,2025-01-13,JA-2026.1
JOB-2960,Director Product,Product,Product - Core,Management,Band 7 - Director,7,G7B,Exempt,Professionals,240325,328826,417327,10,Yes,Yes,3,9,6,Yes,Aon Hewitt,65th Percentile,354,497,0,2025-06-23,JA-2026.1
JOB-2961,Legal Counsel,Legal & Compliance,Legal & Compliance - Operations,Individual Contributor,Band 5 - Lead,5,G5A,Exempt,Officials & Managers,146796,165229,183662,5,Yes,No,0,0,3,No,Culpepper,75th Percentile,276,217,6,2025-11-10,JA-2026.1
JOB-2962,Senior CX Manager,Customer Experience,Customer Experience - Core,Management,Band 4 - Senior,4,G4A,Exempt,Professionals,119107,144102,169097,0,No,Hybrid,5,10,4,No,Culpepper,50th Percentile,335,494,19,2025-04-11,JA-2026.1
JOB-2963,VP Engineering,Engineering,Engineering - Specialist,Executive,Band 9 - SVP/C-Suite,9,G9A,Exempt,Managers,452307,870680,1289054,10,Yes,Yes,5,8,5,Yes,Radford,65th Percentile,263,467,21,2025-06-22,JA-2026.1
JOB-2964,Data Analyst,Data Science,Data Science - Operations,Individual Contributor,Band 1 - Entry,1,G1C,Exempt,Managers,46873,58319,69766,5,No,Yes,0,0,6,Yes,Aon Hewitt,65th Percentile,306,189,21,2025-08-13,JA-2026.1
JOB-2965,Sales Manager,Sales,Sales - Operations,Management,Band 4 - Senior,4,G4A,Exempt,Technicians,115487,138162,160838,30,No,Hybrid,5,10,6,No,Willis Towers Watson,75th Percentile,218,52,18,2025-09-11,JA-2026.1
JOB-2966,VP People,People & HR,People & HR - Operations,Executive,Band 8 - VP,8,G8C,Exempt,Professionals,384377,456420,528464,20,Yes,No,6,16,6,Yes,Mercer,50th Percentile,139,223,4,2025-04-19,JA-2026.1
JOB-2967,Chief Data Officer,Data Science,Data Science - Operations,Executive,Band 9 - SVP/C-Suite,9,G9C,Exempt,Professionals,521780,918239,1314699,20,Yes,Yes,5,14,3,Yes,Mercer,50th Percentile,98,150,14,2025-01-19,JA-2026.1
JOB-2968,Product Analyst,Product,Product - Core,Individual Contributor,Band 1 - Entry,1,G1B,Non-Exempt,Administrative Support,41345,54440,67535,25,Yes,Yes,0,0,3,No,Culpepper,50th Percentile,215,320,16,2025-12-13,JA-2026.1
JOB-2969,Director of Engineering,Engineering,Engineering - Core,Executive,Band 8 - VP,8,G8A,Exempt,Managers,355362,473224,591087,10,Yes,Yes,6,10,2,Yes,Culpepper,65th Percentile,228,360,24,2025-04-30,JA-2026.1
JOB-2970,SVP Finance,Finance,Finance - Core,Management,Band 7 - Director,7,G7A,Exempt,Technicians,274039,334145,394252,25,Yes,Hybrid,3,18,1,Yes,Aon Hewitt,50th Percentile,197,179,15,2025-12-21,JA-2026.1
JOB-2971,CX Specialist,Customer Experience,Customer Experience - Operations,Individual Contributor,Band 1 - Entry,1,G1A,Exempt,Professionals,46009,58546,71083,15,No,No,0,0,4,No,Mercer,75th Percentile,113,393,2,2025-08-08,JA-2026.1
JOB-2972,Voice of Customer Analyst,Customer Experience,Customer Experience - Core,Executive,Band 9 - SVP/C-Suite,9,G9C,Exempt,Administrative Support,522488,878872,1235256,30,Yes,Hybrid,3,12,4,Yes,Mercer,75th Percentile,371,120,22,2025-11-04,JA-2026.1
JOB-2973,Product Manager,Product,Product - Operations,Management,Band 3 - Mid,3,G3B,Exempt,Technicians,83055,101178,119302,10,Yes,Yes,4,12,3,No,Aon Hewitt,65th Percentile,318,196,18,2025-05-16,JA-2026.1
JOB-2974,Product Operations Manager,Product,Product - Operations,Executive,Band 9 - SVP/C-Suite,9,G9B,Exempt,Professionals,470158,795865,1121572,40,Yes,Yes,6,11,1,Yes,Willis Towers Watson,65th Percentile,368,416,7,2025-06-10,JA-2026.1
JOB-2975,CFO,Finance,Finance - Operations,Executive,Band 8 - VP,8,G8B,Exempt,Officials & Managers,345477,439708,533939,30,Yes,No,5,13,6,Yes,Willis Towers Watson,50th Percentile,312,379,1,2025-02-02,JA-2026.1
JOB-2976,SVP Engineering,Engineering,Engineering - Specialist,Executive,Band 9 - SVP/C-Suite,9,G9B,Exempt,Officials & Managers,529871,905560,1281249,25,Yes,Yes,4,8,3,Yes,Aon Hewitt,65th Percentile,216,33,24,2025-12-02,JA-2026.1
JOB-2977,Director Operations,Operations,Operations - Specialist,Management,Band 5 - Lead,5,G5B,Exempt,Managers,152314,170382,188451,15,Yes,Yes,5,12,4,Yes,Mercer,75th Percentile,296,326,22,2025-12-26,JA-2026.1
JOB-2978,Associate Product Manager,Product,Product - Core,Management,Band 2 - Junior,2,G2C,Non-Exempt,Managers,65655,79152,92650,40,Yes,No,6,19,3,No,Aon Hewitt,50th Percentile,13,336,20,2025-01-16,JA-2026.1
JOB-2979,VP Engineering,Engineering,Engineering - Specialist,Executive,Band 9 - SVP/C-Suite,9,G9A,Exempt,Managers,490679,894484,1298290,10,Yes,Yes,5,8,5,Yes,Radford,65th Percentile,347,346,24,2025-06-22,JA-2026.1
JOB-2980,Operations Analyst,Operations,Operations - Core,Individual Contributor,Band 1 - Entry,1,G1C,Exempt,Administrative Support,43228,50870,58512,30,No,Yes,0,0,5,No,Culpepper,50th Percentile,229,53,19,2025-10-01,JA-2026.1
JOB-2981,Chief Product Officer,Product,Product - Specialist,Executive,Band 9 - SVP/C-Suite,9,G9C,Exempt,Technicians,541507,817979,1094451,40,Yes,No,6,10,4,Yes,Culpepper,65th Percentile,237,27,6,2025-08-17,JA-2026.1
JOB-2982,Chief Customer Officer,Customer Experience,Customer Experience - Core,Individual Contributor,Band 7 - Director,7,G7A,Exempt,Technicians,229050,307397,385745,10,Yes,No,0,0,1,Yes,Culpepper,65th Percentile,316,332,11,2025-09-22,JA-2026.1
JOB-2983,Senior Data Scientist,Data Science,Data Science - Core,Individual Contributor,Band 4 - Senior,4,G4C,Exempt,Technicians,110713,135743,160773,20,No,Yes,0,0,4,No,Aon Hewitt,50th Percentile,169,238,16,2025-04-14,JA-2026.1
JOB-2984,Finance Manager,Finance,Finance - Core,Management,Band 3 - Mid,3,G3A,Exempt,Technicians,83634,97872,112110,15,No,No,3,11,3,No,Culpepper,65th Percentile,345,37,19,2025-11-18,JA-2026.1
JOB-2985,Director Legal,Legal & Compliance,Legal & Compliance - Core,Management,Band 7 - Director,7,G7C,Exempt,Technicians,232000,324158,416316,20,Yes,Yes,4,17,4,Yes,Radford,65th Percentile,194,269,15,2025-12-09,JA-2026.1
JOB-2986,Senior Data Analyst,Data Science,Data Science - Specialist,Individual Contributor,Band 2 - Junior,2,G2A,Non-Exempt,Administrative Support,61103,74272,87441,20,No,No,0,0,5,Yes,Willis Towers Watson,65th Percentile,218,246,10,2025-12-04,JA-2026.1
JOB-2987,VP Data & Analytics,Data Science,Data Science - Operations,Executive,Band 9 - SVP/C-Suite,9,G9C,Exempt,Officials & Managers,493126,801728,1110330,10,Yes,Yes,4,15,5,Yes,Radford,50th Percentile,26,325,9,2025-06-21,JA-2026.1
JOB-2988,VP Legal,Legal & Compliance,Legal & Compliance - Specialist,Executive,Band 8 - VP,8,G8B,Exempt,Professionals,342476,457755,573035,10,Yes,Yes,3,9,4,Yes,Mercer,75th Percentile,399,253,25,2025-10-19,JA-2026.1
JOB-2989,Senior Account Executive,Sales,Sales - Core,Individual Contributor,Band 3 - Mid,3,G3B,Exempt,Managers,86845,103293,119742,40,No,Hybrid,0,0,3,No,Mercer,65th Percentile,126,28,7,2025-03-27,JA-2026.1
